fan_id,first_name,last_name,email,favorite_players,community_memberships
dfe4de2d-a94b-4f5a-be61-1a573776e26b,Albert,Walls,waltonjessica@example.org,['577eb875-f886-400d-8b14-ec28a2cc5eae'],[]
26da8620-6b24-44b0-8fb0-1b30205cdfe2,Nicholas,Mueller,cwilson@example.net,['f51beff4-e90c-4b73-9253-8699c46a94ff'],['46e02390-6910-4f24-8281-a327e5472f73']
205ce9bb-7230-4ccc-8e3b-391e04ed54dc,Jerry,Smith,robinwilliams@example.org,['5162b93a-4f44-45fd-8d6b-f5714f4c7e91'],['fd20c2d2-5ad3-41bf-8882-1f2f4d7872ac']
bd053ebb-8967-46f1-a1a2-3fee960512da,Kelly,Gonzalez,monicafaulkner@example.net,"['b7c1b4e2-4d9c-47cc-8ac2-b6e0d2493157', '7774475d-ab11-4247-a631-9c7d29ba9745', '26e72658-4503-47c4-ad74-628545e2402a']",[]
5f78a64b-0b1d-4837-b0c1-583df888955f,Gregory,Simpson,lisawilson@example.org,['ad391cbf-b874-4b1e-905b-2736f2b69332'],['19f191e8-2507-4ac7-b6d9-2ae5e06a7bf9']
79728ea0-6089-4790-9853-11a6d1fb3ce7,Sharon,Charles,gsmith@example.net,"['14026aa2-5f8c-45bf-9b92-0971d92127e6', 'f51beff4-e90c-4b73-9253-8699c46a94ff', '27bf8c9c-7193-4f43-9533-32f1293d1bf0']",['e439a3a5-c585-4c44-93d6-4cb19ec536e2']
36381db1-4372-4d7b-bb3a-2c75924e14cf,Claudia,White,flemingrobert@example.org,"['4ca8e082-d358-46bf-af14-9eaab40f4fe9', 'e5950f0d-0d24-4e2f-b96a-36ebedb604a9']",['c0edc149-153d-42e6-8520-aba4174b832d']
1ba69b52-f262-4772-8623-f1c0a21bbeef,Brenda,Castillo,wesleyenglish@example.com,['1537733f-8218-4c45-9a0a-e00ff349a9d1'],[]
7ef1a8b4-c06a-4084-9953-755311098b42,Amanda,Chavez,amartinez@example.net,"['9328e072-e82e-41ef-a132-ed54b649a5ca', '4ca8e082-d358-46bf-af14-9eaab40f4fe9', 'fe86f2c6-8576-4e77-b1df-a3df995eccf8']",[]
b35eee21-5d68-4120-9b15-414c03a11011,Steven,Bell,jason64@example.net,['262ea245-93dc-4c61-aa41-868bc4cc5dcf'],['fd20c2d2-5ad3-41bf-8882-1f2f4d7872ac']
22d5af02-a97b-43d9-bdd6-cde3d820280e,Miranda,Williams,hunter98@example.org,"['e5950f0d-0d24-4e2f-b96a-36ebedb604a9', 'fe86f2c6-8576-4e77-b1df-a3df995eccf8', '514f3569-5435-48bb-bc74-6b08d3d78ca9']",['b49d9c5d-2d71-40d7-8f15-e83e4eb10a48']
1fd7761a-e486-4eba-9112-968f5cefe158,Christopher,Thomas,brittany28@example.org,['79a00b55-fa24-45d8-a43f-772694b7776d'],['5e0fc4de-fee1-427e-97bd-288052de961e']
7de60654-6eb5-42fc-9faf-17431f8ce67a,Rachel,Martinez,joshuacalderon@example.org,"['c800d89e-031f-4180-b824-8fd307cf6d2b', '14026aa2-5f8c-45bf-9b92-0971d92127e6', '86f109ac-c967-4c17-af5c-97395270c489']",['02a2745f-ff6d-45ce-8bfe-6be369c3fb50']
fe1c9b6b-8f14-417a-8d3e-72c694eb2fd8,Jorge,Smith,collinsantonio@example.net,['d1b16c10-c5b3-4157-bd9d-7f289f17df81'],['9ec7d2ef-2b5b-4192-911c-b293479d9a17']
971d7bf3-a81e-467b-b6db-d76cf6258840,Logan,Poole,amanda59@example.com,"['63b288c1-4434-4120-867c-cee4dadd8c8a', 'f51beff4-e90c-4b73-9253-8699c46a94ff', '67214339-8a36-45b9-8b25-439d97b06703']",['ac244352-e9fb-4c4f-b0ef-ce93f5f39df0']
faca49ec-1fab-4ac0-b9e4-cdce8ef1b0e7,Daniel,Roberts,shellyfischer@example.net,"['3227c040-7d18-4803-b4b4-799667344a6d', '59845c40-7efc-4514-9ed6-c29d983fba31', '473d4c85-cc2c-4020-9381-c49a7236ad68']",['ad9a0664-8bf1-4916-b5d3-ca796916e0a5']
5e6f4823-c913-4fc7-8aa3-0354757977bb,Christopher,Carpenter,cmiles@example.org,"['787758c9-4e9a-44f2-af68-c58165d0bc03', 'd000d0a3-a7ba-442d-92af-0d407340aa2f']",['6c8cd651-9f25-436d-abf4-b32fb74b78e3']
bd8dc818-560d-4d0e-b2da-0e8c5fd45848,Lori,Thompson,kyletorres@example.org,"['e5950f0d-0d24-4e2f-b96a-36ebedb604a9', '6a1545de-63fd-4c04-bc27-58ba334e7a91']",['c9767f63-b044-409a-96ef-16be4cb3dc9f']
03495ade-4562-4325-8952-843160167dde,Dylan,Estrada,tayloremily@example.com,"['7d809297-6d2f-4515-ab3c-1ce3eb47e7a6', '3227c040-7d18-4803-b4b4-799667344a6d', '9ecde51b-8b49-40a3-ba42-e8c5787c279c']",['d2991982-2da9-48d1-978b-665a9cd38eb3']
fb52f1b2-05a5-4b02-a931-655c13e93f54,Vanessa,Hendrix,joe12@example.com,"['7dfc6f25-07a8-4618-954b-b9dd96cee86e', '262ea245-93dc-4c61-aa41-868bc4cc5dcf', '473d4c85-cc2c-4020-9381-c49a7236ad68']",['e96fb986-f0bb-43aa-a992-f84eea493308']
21c4764c-a961-43d4-952d-6fe4dfdfefc4,Mitchell,Vincent,samuelgarza@example.net,"['741c6fa0-0254-4f85-9066-6d46fcc1026e', 'bb8b42ad-6042-40cd-b08c-2dc3a5cfc737', '787758c9-4e9a-44f2-af68-c58165d0bc03']",[]
9839cce5-65c0-4a0e-adfc-fdc63b3f582b,Timothy,Hernandez,joshuamorgan@example.com,['fe86f2c6-8576-4e77-b1df-a3df995eccf8'],[]
a9e6d922-37cc-46ba-8386-08771ccc5e2b,Gwendolyn,Eaton,perry24@example.org,"['27bf8c9c-7193-4f43-9533-32f1293d1bf0', 'f35d154a-0a53-476e-b0c2-49ae5d33b7eb']",['7df1ce76-3403-42ff-9a89-99d9650e53f4']
34ffda4c-ffbd-4429-8f31-e5da1cdf4d5c,Wanda,Smith,lauratorres@example.net,['473d4c85-cc2c-4020-9381-c49a7236ad68'],[]
7e8014b6-9c6a-41f7-a440-1d53cf9cda2d,Anthony,Stephenson,kevinbailey@example.org,"['5162b93a-4f44-45fd-8d6b-f5714f4c7e91', '67214339-8a36-45b9-8b25-439d97b06703']",['a3497e7c-ec38-428a-bdb8-2ef76ae83d44']
e44a310b-22eb-4942-b41f-c4e881b52ee0,Caitlyn,Webb,vellis@example.net,"['ad3e3f2e-ee06-4406-8874-ea1921c52328', '6cb2d19f-f0a4-4ece-9190-76345d1abc54', '7774475d-ab11-4247-a631-9c7d29ba9745']",[]
1ec8c158-68fb-49a2-b28b-7692df48a647,Tammy,Burnett,brittany05@example.net,['9ecde51b-8b49-40a3-ba42-e8c5787c279c'],[]
e766ef7f-97f0-478c-99a0-9a8625f3cd85,Michael,Griffin,yvette73@example.net,"['6cb2d19f-f0a4-4ece-9190-76345d1abc54', '31da633a-a7f1-4ec4-a715-b04bb85e0b5f']",[]
37cffdb4-73f4-4d48-9975-ab485b0175ba,Jacqueline,Holmes,ricardo62@example.org,"['59e3afa0-cb40-4f8e-9052-88b9af20e074', '7d809297-6d2f-4515-ab3c-1ce3eb47e7a6', '473d4c85-cc2c-4020-9381-c49a7236ad68']",['361e1137-b81b-4658-8e63-233f215b8087']
49a67ed7-4a98-45d5-9227-2d357c1ebcc3,Dennis,Brown,evanslisa@example.net,['ad391cbf-b874-4b1e-905b-2736f2b69332'],[]
244197ea-2768-4218-ba93-2dbc644f9097,Jennifer,Williams,chadcunningham@example.net,"['cb00e672-232a-4137-a259-f3cf0382d466', '26e72658-4503-47c4-ad74-628545e2402a']",['4ab054e6-6653-4770-bcdb-f448ac2a07f5']
e807d8ce-01ad-4506-bfa8-ef6d648877b2,William,Smith,lichristopher@example.net,"['9ecde51b-8b49-40a3-ba42-e8c5787c279c', '31da633a-a7f1-4ec4-a715-b04bb85e0b5f', 'cdd0eadc-19e2-4ca1-bba5-6846c9ac642b']",[]
baccf6fe-a409-442f-9b52-c11d84b99472,Savannah,Schneider,bruceglover@example.net,['00d1db69-8b43-4d34-bbf8-17d4f00a8b71'],['ca4820aa-5a1c-4777-9a8e-49d229544c08']
b129e4c4-9ca1-4fd5-a066-e5551259d5cd,Mark,Neal,richardbentley@example.org,['787758c9-4e9a-44f2-af68-c58165d0bc03'],[]
63c5a2c6-5cc0-4ae4-bc9d-bab2bd20bb0d,Christine,Hill,taylorjose@example.com,"['63b288c1-4434-4120-867c-cee4dadd8c8a', 'e5950f0d-0d24-4e2f-b96a-36ebedb604a9', '3fe4cd72-43e3-40ea-8016-abb2b01503c7']",[]
44c68674-cf35-407c-a8ab-6ef0d0e8d880,Paul,Cross,destiny15@example.org,['069b6392-804b-4fcb-8654-d67afad1fd91'],['279042a3-3681-41c1-bed1-68c8a111c458']
5775d4ab-7557-41b4-be3a-4b17eea9d937,Patricia,Smith,hudsondavid@example.org,"['67214339-8a36-45b9-8b25-439d97b06703', '00d1db69-8b43-4d34-bbf8-17d4f00a8b71']",['ba6c55f2-b95f-4c01-898b-327010c965c0']
df5a276f-fa11-403a-9b30-9abc9ddecde9,Stephanie,Henderson,julielynch@example.com,"['c1f595b7-9043-4569-9ff6-97e0f31a5ba5', '63b288c1-4434-4120-867c-cee4dadd8c8a', 'ad3e3f2e-ee06-4406-8874-ea1921c52328']",['47219f6e-b0c2-4dd4-9af6-935f2f731228']
a5250d92-b9ea-47ba-ae26-0ef964f4e62c,Amanda,Carter,ryanlove@example.net,['bb8b42ad-6042-40cd-b08c-2dc3a5cfc737'],['f09252d6-3449-4028-9039-9bc5c617606d']
a0b659fe-7fdc-4018-ad2f-16602d34d81b,Madison,Aguirre,amylane@example.net,"['c737a041-c713-43f6-8205-f409b349e2b6', 'c800d89e-031f-4180-b824-8fd307cf6d2b']",['60e842f0-2b00-4259-8690-865ea9639ab7']
b1f36379-3e74-4638-b52d-c4f2a3737e65,Lauren,Moore,alyssasmith@example.com,['fe86f2c6-8576-4e77-b1df-a3df995eccf8'],[]
cbef5cc7-ea90-4840-bc55-d541e40e99a5,Pamela,Jones,jacksonrobert@example.org,"['4ca8e082-d358-46bf-af14-9eaab40f4fe9', '21d23c5c-28c0-4b66-8d17-2f5c76de48ed', 'c1f595b7-9043-4569-9ff6-97e0f31a5ba5']",['c86453f6-0155-4458-9a26-e211aa2b8e33']
93f51a44-ec34-4f81-b08e-850e4801b082,Scott,Osborn,nichole51@example.com,['cdd0eadc-19e2-4ca1-bba5-6846c9ac642b'],[]
689dab15-9049-4b4e-a0d8-77095cd46220,Diana,Jimenez,cainjason@example.com,"['d1b16c10-c5b3-4157-bd9d-7f289f17df81', '3fe4cd72-43e3-40ea-8016-abb2b01503c7']",['65d8fb43-cd35-4835-887e-80ae2010337b']
c59b0d68-a09e-4f3e-afff-9048da81095c,Randy,Cantrell,harry21@example.org,"['587c7609-ba56-4d22-b1e6-c12576c428fd', '4ca8e082-d358-46bf-af14-9eaab40f4fe9', '069b6392-804b-4fcb-8654-d67afad1fd91']",['1e1b971b-7526-4a6c-8bd1-853e2032ba8e']
3916659f-3578-4d8a-bbfd-9692f41b2867,Bryce,Garcia,ramirezbrian@example.org,['f35d154a-0a53-476e-b0c2-49ae5d33b7eb'],['133e9d7e-7d4f-4286-a393-b0a4446ce4f2']
827cbfcb-d0a8-4f21-b1b0-c6311f907bd9,Danielle,Robinson,stephaniethompson@example.org,"['79a00b55-fa24-45d8-a43f-772694b7776d', 'c97d60e5-8c92-4d2e-b782-542ca7aa7799']",['6f62f732-6bdc-41a7-a026-4d6c4b744388']
6b5ff985-3aae-4989-9893-9bb266452eb1,Rachel,Schmidt,jacksonhannah@example.org,"['587c7609-ba56-4d22-b1e6-c12576c428fd', 'cde0a59d-19ab-44c9-ba02-476b0762e4a8', 'e5950f0d-0d24-4e2f-b96a-36ebedb604a9']",['fe144e07-945e-4c66-a148-781275800599']
4a89ec5c-a04c-448f-80cd-93eb88fe3b2e,Tonya,Lawson,meyertheresa@example.org,"['587c7609-ba56-4d22-b1e6-c12576c428fd', 'cde0a59d-19ab-44c9-ba02-476b0762e4a8']",['d09046d4-bdfa-41b1-ab4b-b0b159f555bb']
30033d4d-3d4a-4623-bd06-9f0eb095146d,Andrea,Barron,sylvia11@example.org,"['44b1d8d5-663c-485b-94d3-c72540441aa0', '7bee6f18-bd56-4920-a132-107c8af22bef', 'ad3e3f2e-ee06-4406-8874-ea1921c52328']",['b107099e-c089-4591-a9a9-9af1a86cfde1']
504fa95b-7d16-4a9d-ad84-d9484dc8387b,Michael,Pham,dcole@example.net,['d000d0a3-a7ba-442d-92af-0d407340aa2f'],[]
ad6c1b01-fb5f-421e-95f9-798bc8aeeeba,Michael,Smith,qcalhoun@example.com,"['069b6392-804b-4fcb-8654-d67afad1fd91', 'ad3e3f2e-ee06-4406-8874-ea1921c52328']",[]
0e87d64e-9a60-49a3-b241-f29108123567,Jodi,Silva,bryantallison@example.net,"['9328e072-e82e-41ef-a132-ed54b649a5ca', '052ec36c-e430-4698-9270-d925fe5bcaf4', '1537733f-8218-4c45-9a0a-e00ff349a9d1']",[]
10b8d319-be91-446e-83c3-f92d846c4e73,William,Velez,jeremymartin@example.com,['d1b16c10-c5b3-4157-bd9d-7f289f17df81'],[]
b6a7da90-1b27-4297-8182-f622d7957243,Cassandra,Chandler,igentry@example.com,['18df1544-69a6-460c-802e-7d262e83111d'],['e1caa71e-07e4-4d99-9c2d-e12064b1af58']
7bbf635f-ff0b-4ba4-85a0-f4447a4d75aa,Christina,Henry,benjamincooper@example.org,"['4ca8e082-d358-46bf-af14-9eaab40f4fe9', '57f29e6b-9082-4637-af4b-0d123ef4542d']",['c5d3fad5-6062-453d-a7b5-20d44d892745']
828fe84b-ca60-4bf7-bd87-9f40aa74b6dc,John,Williams,melissastone@example.net,"['052ec36c-e430-4698-9270-d925fe5bcaf4', '5162b93a-4f44-45fd-8d6b-f5714f4c7e91', '069b6392-804b-4fcb-8654-d67afad1fd91']",['84a95dd1-6640-4a78-937a-acb9dab23601']
681f6a44-e763-4ba0-919f-5c614111dc01,Mary,Schwartz,doris11@example.net,"['21d23c5c-28c0-4b66-8d17-2f5c76de48ed', '7d809297-6d2f-4515-ab3c-1ce3eb47e7a6', 'c97d60e5-8c92-4d2e-b782-542ca7aa7799']",['dc830ca3-fe01-43bb-aa7e-d5bb75247b56']
b798582e-68e3-4506-9022-f60bfad47279,Robert,Martinez,karenryan@example.com,['4ca8e082-d358-46bf-af14-9eaab40f4fe9'],[]
1bc3d7a5-e784-4c1b-af45-86a36470099d,Heidi,Campbell,meltonrobert@example.org,"['63b288c1-4434-4120-867c-cee4dadd8c8a', 'c1f595b7-9043-4569-9ff6-97e0f31a5ba5']",[]
ee23ed60-ec54-47bb-b24f-6c020aac9a0f,Jason,Harding,reedryan@example.net,"['16794171-c7a0-4a0e-9790-6ab3b2cd3380', '577eb875-f886-400d-8b14-ec28a2cc5eae', 'f35d154a-0a53-476e-b0c2-49ae5d33b7eb']",[]
a0ec8b42-d1c3-4111-9c8d-ed99cf517b4c,Barbara,Evans,charles58@example.com,['7bee6f18-bd56-4920-a132-107c8af22bef'],['4ab054e6-6653-4770-bcdb-f448ac2a07f5']
556efc66-2d5c-41ac-ab72-8943b65b9e5d,Jay,Reeves,donald42@example.net,"['d1b16c10-c5b3-4157-bd9d-7f289f17df81', 'd000d0a3-a7ba-442d-92af-0d407340aa2f', '7bee6f18-bd56-4920-a132-107c8af22bef']",[]
8a3b2c5f-eb94-4854-bdbc-abbf38ee5fae,Judy,Brooks,olivertammy@example.org,['cde0a59d-19ab-44c9-ba02-476b0762e4a8'],['5fadd584-8af3-49e7-b518-f8bc9543aa4b']
8035f5fa-9884-4292-898a-83e32644107b,Latoya,Case,alexander04@example.net,['bb8b42ad-6042-40cd-b08c-2dc3a5cfc737'],['133e9d7e-7d4f-4286-a393-b0a4446ce4f2']
81a638aa-136b-44fe-8eec-1be96e2836f8,Christina,Aguilar,katherineporter@example.com,"['31da633a-a7f1-4ec4-a715-b04bb85e0b5f', '839c425d-d9b0-4b60-8c68-80d14ae382f7', 'c1f595b7-9043-4569-9ff6-97e0f31a5ba5']",['173de46c-bc96-4cff-85a5-f361780d1637']
0b7355cb-0c72-4c3f-9a09-2b8d88b204fa,Kristin,Rivera,simpsonwhitney@example.org,['14026aa2-5f8c-45bf-9b92-0971d92127e6'],['84a95dd1-6640-4a78-937a-acb9dab23601']
e45867a8-5bcf-466f-8562-f04d642c6ead,Alexander,Alvarez,wilsonmegan@example.com,['7774475d-ab11-4247-a631-9c7d29ba9745'],[]
97f12b5e-5049-4ea6-91ef-2c157e112a54,Elizabeth,Heath,michaelthompson@example.net,['cde0a59d-19ab-44c9-ba02-476b0762e4a8'],[]
0349c64f-859b-426a-9f51-5d85ed55d0c2,Christopher,Ford,lwillis@example.com,"['c3b8f82b-92c0-4a5d-85ef-7ddaec7d3a87', '16794171-c7a0-4a0e-9790-6ab3b2cd3380', 'c1f595b7-9043-4569-9ff6-97e0f31a5ba5']",['8a0cc83c-ee5e-4f28-abd2-4785b7f503be']
440998c1-d439-401c-9a2c-38eac56976f4,Stephen,Foster,yrivers@example.net,"['16794171-c7a0-4a0e-9790-6ab3b2cd3380', 'c1f595b7-9043-4569-9ff6-97e0f31a5ba5']",['5cb997b6-0b71-405b-8f77-9bb3e30b05bb']
29054adc-8aee-46ae-a325-672b6ddb6405,Lawrence,Wolfe,ywhite@example.net,"['c737a041-c713-43f6-8205-f409b349e2b6', 'd1b16c10-c5b3-4157-bd9d-7f289f17df81', '473d4c85-cc2c-4020-9381-c49a7236ad68']",['4a253d76-a16b-40bf-aefe-61f1140f69e8']
60c8611c-1f34-40ce-bd6c-194ccebcbdb4,Jacqueline,Anderson,rholmes@example.org,['cdd0eadc-19e2-4ca1-bba5-6846c9ac642b'],[]
bb4762f2-d361-45f4-b3c5-4445fef87014,Tammy,Brown,hpope@example.net,['9cf4b059-d05c-4d22-9ca3-c5aee41ebfdc'],[]
56e9ec7f-a778-4cb9-8049-6947ab010894,Cheyenne,Gomez,jason23@example.net,"['2f95e3de-03de-4827-a4a7-aaed42817861', '724825a5-7a0b-422d-946e-ce9512ad7add']",[]
7410c1d5-72c0-445b-a570-19ed1399163d,Lawrence,Marks,bradfordanne@example.net,['3fe4cd72-43e3-40ea-8016-abb2b01503c7'],['c220a934-4ad4-495a-bfeb-221372e9720a']
623af756-7dd2-40c7-a7d5-451de5306ded,Heidi,Moore,ashleyramirez@example.com,['787758c9-4e9a-44f2-af68-c58165d0bc03'],[]
a48673a7-6e4c-4576-ab56-f480f5d8aae4,Emily,Lester,lisacampbell@example.net,"['7774475d-ab11-4247-a631-9c7d29ba9745', 'c737a041-c713-43f6-8205-f409b349e2b6', '86f109ac-c967-4c17-af5c-97395270c489']",[]
76b53641-9528-41b6-9553-0fe9f3b0e413,Brittney,Sanchez,courtney61@example.com,['564daa89-38f8-4c8a-8760-de1923f9a681'],[]
455b051e-5e74-4e08-8c42-0f08496ec372,Nicholas,Lowery,harmonchris@example.org,"['1537733f-8218-4c45-9a0a-e00ff349a9d1', '5162b93a-4f44-45fd-8d6b-f5714f4c7e91', '79a00b55-fa24-45d8-a43f-772694b7776d']",['0c0ac4aa-5abe-48bd-8045-4f8b45ed8fb9']
5764c76c-92e9-4287-809f-83eb870e0412,Mandy,Lewis,sueperez@example.com,"['c1f595b7-9043-4569-9ff6-97e0f31a5ba5', 'd1b16c10-c5b3-4157-bd9d-7f289f17df81', '67214339-8a36-45b9-8b25-439d97b06703']",['5c2b13a8-60d9-4cef-b757-97a6b0b988e4']
fbcf4664-3297-4f6b-98d1-ac6405acd427,Marcus,Nguyen,danielortiz@example.org,"['587c7609-ba56-4d22-b1e6-c12576c428fd', 'f35d154a-0a53-476e-b0c2-49ae5d33b7eb', 'a9f79e66-ff50-49eb-ae50-c442d23955fc']",['1b7e81f4-86ee-42fa-a98a-2fec2152c9d9']
7d3488dd-91db-4fe6-b7df-99f85c898a91,Edward,Jackson,francisangel@example.org,['67214339-8a36-45b9-8b25-439d97b06703'],['a15835e7-83fe-43ad-959f-423cd21aed7b']
fdd426f1-9601-4255-822f-4c82e0e85416,Carolyn,Davis,sbaird@example.org,"['c97d60e5-8c92-4d2e-b782-542ca7aa7799', '44b1d8d5-663c-485b-94d3-c72540441aa0']",[]
f7b23757-15fa-45b2-b9f2-6128286f3d4d,Joel,Pierce,fcurtis@example.net,['dcecbaa2-2803-4716-a729-45e1c80d6ab8'],['1e1b971b-7526-4a6c-8bd1-853e2032ba8e']
aded980a-bcf3-482f-b1d0-4191146d5f33,Kristen,Cox,mtorres@example.org,"['2f95e3de-03de-4827-a4a7-aaed42817861', '3227c040-7d18-4803-b4b4-799667344a6d']",['d3002991-05db-4ad1-9b34-00653f41daa7']
5603b74b-b35b-404e-bccb-d757d35def35,Daniel,Wright,rangelcourtney@example.org,"['57f29e6b-9082-4637-af4b-0d123ef4542d', '7bee6f18-bd56-4920-a132-107c8af22bef', '564daa89-38f8-4c8a-8760-de1923f9a681']",['153e3594-3d15-42e5-a856-f4c406c6af79']
c998ef2e-86a9-43e8-bf4c-1413b97e9d3a,Phillip,Patterson,lnoble@example.com,"['ba2cf281-cffa-4de5-9db9-2109331e455d', 'bb8b42ad-6042-40cd-b08c-2dc3a5cfc737', 'ad3e3f2e-ee06-4406-8874-ea1921c52328']",['9471e78e-099c-46b1-87da-4d8f71d8e7c3']
5bddf2c9-9950-4361-a2ab-2b4583b130be,Ronald,Turner,cruzsandra@example.net,"['44b1d8d5-663c-485b-94d3-c72540441aa0', 'cde0a59d-19ab-44c9-ba02-476b0762e4a8']",['b63253fb-6099-4b92-9b87-399ee88f27e5']
c8afc73e-bfad-4690-be64-ba8335f4ffe0,David,Kirk,uthornton@example.com,"['cde0a59d-19ab-44c9-ba02-476b0762e4a8', '21d23c5c-28c0-4b66-8d17-2f5c76de48ed']",['17a33262-42cb-45a2-a05d-df3a56261411']
dfabbdf8-35af-4645-96d5-d719e12ab42e,Justin,Roberts,christopher98@example.com,"['89531f13-baf0-43d6-b9f4-42a95482753a', '44b1d8d5-663c-485b-94d3-c72540441aa0']",[]
74117240-8f29-46fd-af99-df603507c660,Jessica,Robinson,chasehendricks@example.net,"['59e3afa0-cb40-4f8e-9052-88b9af20e074', '069b6392-804b-4fcb-8654-d67afad1fd91', '4ca8e082-d358-46bf-af14-9eaab40f4fe9']",[]
9e0640c4-0cd1-4a4c-a1fa-2fe4a4823477,Richard,Chavez,michaelwang@example.org,['b7c1b4e2-4d9c-47cc-8ac2-b6e0d2493157'],['f7feddb7-c9cc-4e58-85ec-44e947a9f370']
8493b20b-041c-4327-90f4-6cb70ef49612,Katelyn,Holmes,kathyoliver@example.com,['741c6fa0-0254-4f85-9066-6d46fcc1026e'],['1b7e81f4-86ee-42fa-a98a-2fec2152c9d9']
e794fac9-df6a-452a-8096-7ec31dd4dfdd,Anna,Costa,wilsonjose@example.org,['d1b16c10-c5b3-4157-bd9d-7f289f17df81'],['c8ffeb37-4dce-4610-bea3-1e848b34c034']
b5153ef2-16f1-4a9d-8840-05653c5fb201,Benjamin,Nunez,johnsongregory@example.com,"['473d4c85-cc2c-4020-9381-c49a7236ad68', 'ad3e3f2e-ee06-4406-8874-ea1921c52328']",[]
fe8a0388-066c-479d-be71-af33dd75c123,Joshua,Garcia,allisonpamela@example.org,"['473d4c85-cc2c-4020-9381-c49a7236ad68', 'ad391cbf-b874-4b1e-905b-2736f2b69332']",[]
390602ca-8cc4-429a-9ffb-b51ee86189f6,Kimberly,Nguyen,ricemichael@example.com,['262ea245-93dc-4c61-aa41-868bc4cc5dcf'],['5da5b69a-9c78-42c3-a5b5-97c12fe93f4b']
40f3aaaa-c61e-4786-911b-2bc98eecdb7f,Katie,Griffin,xevans@example.org,['18df1544-69a6-460c-802e-7d262e83111d'],['5450bccf-e4f5-4837-82cf-92db58d34cf8']
b2462c1e-e9f8-4194-810b-6b5a3307005d,Robert,Manning,phamrichard@example.org,"['cb00e672-232a-4137-a259-f3cf0382d466', '4ca8e082-d358-46bf-af14-9eaab40f4fe9']",[]
b5450bc9-a419-45da-b361-791ed331f104,Kevin,Mcgrath,vnguyen@example.org,"['31da633a-a7f1-4ec4-a715-b04bb85e0b5f', '3fe4cd72-43e3-40ea-8016-abb2b01503c7', '839c425d-d9b0-4b60-8c68-80d14ae382f7']",[]
91a29529-37e2-4aec-b7ed-8244977b4e8f,Mathew,Harrison,steven50@example.com,"['564daa89-38f8-4c8a-8760-de1923f9a681', 'c81b6283-b1aa-40d6-a825-f01410912435']",['cb00caa7-48f7-41db-bd55-a6f1ca740ba5']
42cbb581-83cf-4a1d-88b3-97d955b95fd9,Nicole,Gordon,gspencer@example.org,"['61a0a607-be7b-429d-b492-59523fad023e', 'b7c1b4e2-4d9c-47cc-8ac2-b6e0d2493157']",[]
711aaf38-a654-42ae-8d14-743f44aca879,Kevin,Glover,jamesgray@example.org,['d1b16c10-c5b3-4157-bd9d-7f289f17df81'],[]
